,userId,movieId,rating
227,23,6818,4.360496
228,23,184245,4.3498883
229,23,179135,4.3498883
230,24,33649,4.859187
231,24,7767,4.8509274
232,24,136469,4.8288584
233,24,3379,4.7804503
234,24,6442,4.6908603
235,24,5416,4.676769
236,24,5328,4.676769
237,24,3951,4.676769
238,24,93008,4.6646867
239,24,77846,4.6646867
240,25,6818,6.086626
241,25,3379,6.05037
242,25,33649,6.0344653
243,25,6201,6.0113587
244,25,4495,6.0113587
245,25,136469,5.936703
246,25,7767,5.9262567
247,25,7121,5.9013014
248,25,184245,5.8174806
249,25,179135,5.8174806
250,26,3379,4.617008
251,26,33649,4.55747
252,26,7767,4.5118184
253,26,136469,4.505532
254,26,6442,4.406906
255,26,5416,4.4056606
256,26,5328,4.4056606
257,26,3951,4.4056606
258,26,184245,4.379863
259,26,179135,4.379863
260,27,4617,5.304669
261,27,33090,4.9743533
262,27,113252,4.9218526
263,27,90888,4.832009
264,27,94070,4.8292475
265,27,156726,4.757755
266,27,30803,4.75737
267,27,132333,4.752013
268,27,5490,4.752013
269,27,82169,4.747175
270,28,3379,4.442699
271,28,60943,4.3486714
272,28,59018,4.3486714
273,28,1696,4.249023
274,28,6818,4.1899366
275,28,72171,4.1891623
276,28,7841,4.168468
277,28,27611,4.09081
278,28,7842,4.0425277
279,28,59814,4.040813
280,29,3379,5.5364623
281,29,6818,5.401461
282,29,33649,5.3140893
283,29,136469,5.2050233
284,29,7767,5.181225
285,29,184245,5.179262
286,29,179135,5.179262
287,29,138966,5.179262
288,29,134796,5.179262
289,29,117531,5.179262
290,30,7121,6.0451546
291,30,93008,5.9890656
292,30,77846,5.9890656
293,30,25906,5.9890656
294,30,33090,5.9376116
295,30,7767,5.8908935
296,30,33649,5.883562
297,30,104875,5.869721
298,30,136469,5.845521
299,30,89759,5.8002305
300,31,6818,5.864945
301,31,40491,5.689399
302,31,8477,5.658031
303,31,1696,5.612608
304,31,3379,5.5229607
305,31,93008,5.4624887
306,31,77846,5.4624887
307,31,25906,5.4624887
308,31,60943,5.4401474
309,31,59018,5.4401474
310,32,25947,5.610192
311,32,26326,5.486768
312,32,4789,5.481426
313,32,6818,5.310911
314,32,3379,5.2912145
315,32,33649,5.0644393
316,32,8477,5.0501113
317,32,1237,5.047111
318,32,40491,5.0193896
319,32,3056,5.013955
320,33,104875,5.5996523
321,33,27563,5.396024
322,33,6818,5.324763
323,33,132333,5.247114
324,33,5490,5.247114
325,33,25947,5.199796
326,33,33090,5.19696
327,33,53,5.1517015
328,33,3473,5.1480875
329,33,7815,5.126583
330,34,60943,5.054351
331,34,59018,5.054351
332,34,5075,5.0445185
333,34,1696,5.016281
334,34,86377,4.9377756
335,34,3379,4.8882337
336,34,86347,4.8670173
337,34,7841,4.8496165
338,34,4441,4.846146
339,34,112804,4.7814026
340,35,25947,5.862666
341,35,26326,5.7409973
342,35,132333,5.73723
343,35,5490,5.73723
344,35,4617,5.6528616
345,35,5416,5.6398616
346,35,5328,5.6398616
347,35,3951,5.6398616
348,35,30803,5.636778
349,35,5915,5.569298
350,36,26865,3.9670727
351,36,89939,3.8892117
352,36,5075,3.8447382
353,36,3347,3.7921836
354,36,89118,3.7765884
355,36,3200,3.7745173
356,36,6159,3.7545307
357,36,3153,3.7348888
358,36,26681,3.7199683
359,36,5416,3.7170432
360,37,6818,6.2272053
361,37,40491,5.89058
362,37,93008,5.870416
363,37,77846,5.870416
364,37,25906,5.870416
365,37,8477,5.8585954
366,37,3379,5.7217846
367,37,1696,5.711102
368,37,93988,5.653763
369,37,33649,5.6446104
370,38,4617,4.9337845
371,38,132333,4.720259
372,38,5490,4.720259
373,38,6666,4.652914
374,38,25850,4.6298876
375,38,33090,4.6133614
376,38,7767,4.573604
377,38,5915,4.5713825
378,38,5607,4.5580835
379,38,5416,4.527722
380,39,6818,5.804623
381,39,3379,5.6080875
382,39,8477,5.497529
383,39,40491,5.4887486
384,39,96004,5.249357
385,39,33649,5.186774
386,39,148881,5.1580005
387,39,184245,5.149727
388,39,179135,5.149727
389,39,138966,5.149727
390,40,25947,5.7278576
391,40,26326,5.6527877
392,40,4789,5.5828257
393,40,3379,5.5263186
394,40,1237,5.4407163
395,40,5416,5.406613
396,40,5328,5.406613
397,40,3951,5.406613
398,40,6086,5.358062
399,40,33649,5.352887
400,41,6818,4.588937
401,41,6201,4.4675374
402,41,4495,4.4675374
403,41,158966,4.4098034
404,41,8235,4.3335
405,41,3379,4.3282456
406,41,7121,4.3162484
407,41,33649,4.2953734
408,41,102217,4.2422504
409,41,92494,4.2422504
410,42,6818,5.520155
411,42,104875,5.425351
412,42,93008,5.377738
413,42,77846,5.377738
414,42,25906,5.377738
415,42,40491,5.2864656
416,42,2936,5.2605963
417,42,25947,5.2337866
418,42,8477,5.2265606
419,42,93988,5.15508
420,43,4789,7.409343
421,43,70946,7.1852956
422,43,25947,7.1819825
423,43,6732,6.935791
424,43,26326,6.833491
425,43,89118,6.82572
426,43,2936,6.741205
427,43,3925,6.646032
428,43,3266,6.4703646
429,43,2851,6.4587827
430,44,4789,6.0830035
431,44,25947,5.7383943
432,44,26258,5.6442947
433,44,26326,5.621294
434,44,6818,5.450035
435,44,3925,5.4031897
436,44,40491,5.350256
437,44,74754,5.350014
438,44,1237,5.3406796
439,44,8477,5.3394938
440,45,93008,5.7682195
441,45,77846,5.7682195
442,45,25906,5.7682195
443,45,7121,5.727068
444,45,33649,5.5951414
445,45,136469,5.561065
446,45,7767,5.5479774
447,45,67618,5.5299335
448,45,89759,5.506613
449,45,6818,5.4389725
450,46,25947,5.61269
451,46,177593,5.427606
452,46,93008,5.424101
453,46,77846,5.424101
454,46,25906,5.424101
455,46,26326,5.4216585
456,46,3056,5.352798
457,46,2037,5.352798
458,46,6159,5.306819
459,46,5416,5.3066773
460,47,5075,4.5949326
461,47,94070,4.5190797
462,47,112804,4.4686456
463,47,391,4.3633037
464,47,3086,4.349207
465,47,47423,4.3429885
466,47,32892,4.340224
467,47,4617,4.2778
468,47,876,4.268558
469,47,3200,4.264809
470,48,93008,5.443773
471,48,77846,5.443773
472,48,25906,5.443773
473,48,25947,5.328906
474,48,6818,5.3104606
475,48,177593,5.277965
476,48,33649,5.2131915
477,48,93988,5.1744165
478,48,3379,5.163337
479,48,7767,5.1570816
480,49,33649,5.3919005
481,49,3379,5.3638883
482,49,7767,5.330778
483,49,136469,5.324878
484,49,6818,5.241231
485,49,7121,5.223601
486,49,6201,5.2123613
487,49,4495,5.2123613
488,49,93008,5.202287
489,49,77846,5.202287
490,50,25947,4.070665
491,50,4789,4.053271
492,50,3379,4.050341
493,50,26326,4.0487947
494,50,96004,4.0336137
495,50,7982,3.9315658
496,50,26810,3.9231489
497,50,3096,3.9231417
498,50,4298,3.8878696
499,50,3473,3.887254
500,51,6818,6.6350245
501,51,40491,6.586724
502,51,8477,6.518139
503,51,4789,6.22243
504,51,148881,6.222316
505,51,74754,6.205597
506,51,3379,6.162674
507,51,25947,5.9774942
508,51,96004,5.970864
509,51,156605,5.928052
510,52,7121,5.789485
511,52,7767,5.7888255
512,52,33649,5.772953
513,52,136469,5.7629743
514,52,93008,5.73115
515,52,77846,5.73115
516,52,25906,5.73115
517,52,89759,5.6559663
518,52,6201,5.5965014
519,52,4495,5.5965014
520,53,3379,7.000565
521,53,6818,6.963097
522,53,25947,6.8071003
523,53,4789,6.672668
524,53,60943,6.672632
525,53,59018,6.672632
526,53,8477,6.6672907
527,53,3056,6.650337
528,53,2037,6.650337
529,53,26326,6.638701
530,54,25947,4.305806
531,54,26326,4.180548
532,54,6818,4.134693
533,54,4789,4.0704393
534,54,3379,3.9945612
535,54,33649,3.952007
536,54,8477,3.918421
537,54,40491,3.9125946
538,54,132333,3.9059165
539,54,5490,3.9059165
540,55,213,6.8976874
541,55,86377,6.7346706
542,55,86345,6.4581885
543,55,89904,6.343006
544,55,32892,6.174802
545,55,92535,5.942041
546,55,3682,5.8818493
547,55,82378,5.7905126
548,55,49932,5.7652955
549,55,26171,5.720858
550,56,93008,5.4648933
551,56,77846,5.4648933
552,56,25906,5.4648933
553,56,6818,5.367045
554,56,33649,5.226671
555,56,93988,5.1920304
556,56,7767,5.1683807
557,56,104875,5.138703
558,56,67618,5.1355023
559,56,177593,5.1300054
560,57,6201,5.0457897
561,57,4495,5.0457897
562,57,33649,4.9192524
563,57,7767,4.905762
564,57,136469,4.8677
565,57,102217,4.858922
566,57,92494,4.858922
567,57,3379,4.8545275
568,57,33779,4.760286
569,57,2295,4.7451134
570,58,33090,6.001008
571,58,132333,5.7815623
572,58,5490,5.7815623
573,58,104875,5.7548466
574,58,128852,5.6497893
575,58,27563,5.604103
576,58,5915,5.594697
577,58,7767,5.572936
578,58,6666,5.5574875
579,58,92643,5.5395412
580,59,25947,5.663893
581,59,26326,5.579578
582,59,3379,5.5205464
583,59,33649,5.449486
584,59,132333,5.4447517
585,59,5490,5.4447517
586,59,6201,5.4380994
587,59,4495,5.4380994
588,59,3473,5.4178877
589,59,7767,5.4061737
590,60,93008,4.940947
591,60,77846,4.940947
592,60,25906,4.940947
593,60,33649,4.8338027
594,60,7767,4.825247
595,60,25947,4.79561
596,60,177593,4.737095
597,60,136469,4.7352204
598,60,6818,4.7140822
599,60,5416,4.7075305
600,61,3379,5.3451357
601,61,33649,5.140607
602,61,6201,5.0520344
603,61,4495,5.0520344
604,61,136469,5.051527
605,61,7767,5.0378795
606,61,6818,5.033299
607,61,184245,4.976807
608,61,179135,4.976807
609,61,138966,4.976807
610,62,33649,5.5380125
611,62,136469,5.508837
612,62,7767,5.5002627
613,62,3379,5.4857674
614,62,7121,5.377827
615,62,6201,5.370818
616,62,4495,5.370818
617,62,6442,5.33058
618,62,93008,5.30741
619,62,77846,5.30741
620,63,6201,4.971856
621,63,4495,4.971856
622,63,102217,4.8429723
623,63,92494,4.8429723
624,63,33649,4.81243
625,63,7767,4.8079305
626,63,136469,4.8051944
627,63,2295,4.746194
628,63,3379,4.7333255
629,63,33779,4.729515
630,64,25947,5.273415
631,64,6818,5.2065496
632,64,3379,5.19564
633,64,26326,5.1560206
634,64,33649,5.136086
635,64,7767,5.05855
636,64,136469,4.99433
637,64,6201,4.980788
638,64,4495,4.980788
639,64,132333,4.9702086
640,65,3379,5.313961
641,65,6818,5.0582943
642,65,33649,5.047029
643,65,136469,4.987031
644,65,184245,4.9663725
645,65,179135,4.9663725
646,65,138966,4.9663725
647,65,134796,4.9663725
648,65,117531,4.9663725
649,65,86237,4.9663725
650,66,6818,5.7836795
651,66,3379,5.6763487
652,66,33649,5.5167346
653,66,8477,5.3996396
654,66,136469,5.3838954
655,66,7767,5.3720245
656,66,184245,5.368479
657,66,179135,5.368479
658,66,138966,5.368479
659,66,134796,5.368479
660,67,6818,5.982301
661,67,40491,5.9329405
662,67,8477,5.814474
663,67,148881,5.6058187
664,67,84847,5.4670014
665,67,25771,5.3966413
666,67,1696,5.392357
667,67,112421,5.355213
668,67,156605,5.3396463
669,67,2290,5.2803383
670,68,67618,4.8878508
671,68,93008,4.878283
672,68,77846,4.878283
673,68,25906,4.878283
674,68,104875,4.640645
675,68,7121,4.561011
676,68,5867,4.536046
677,68,33090,4.535425
678,68,166568,4.5062003
679,68,93988,4.4838085
680,69,6818,6.1586213
681,69,25947,6.0004096
682,69,40491,5.8304563
683,69,8477,5.8059688
684,69,26326,5.794907
685,69,93008,5.7922597
686,69,77846,5.7922597
687,69,25906,5.7922597
688,69,33649,5.78598
689,69,104875,5.7645645
690,70,33649,5.39138
691,70,7767,5.3607664
692,70,3379,5.302682
693,70,6201,5.3004103
694,70,4495,5.3004103
695,70,136469,5.2966704
696,70,6818,5.205926
697,70,25947,5.193706
698,70,132333,5.1662917
699,70,5490,5.1662917
700,71,89118,5.9795933
701,71,3404,5.452072
702,71,2282,5.1488466
703,71,2050,5.0330186
704,71,173145,5.015614
705,71,935,5.0088687
706,71,6732,5.0005097
707,71,90888,4.9900875
708,71,4509,4.98693
709,71,2436,4.9303718
710,72,3379,5.4927783
711,72,33649,5.381462
712,72,7767,5.294338
713,72,136469,5.291682
714,72,6818,5.2817287
715,72,184245,5.1971636
716,72,179135,5.1971636
717,72,138966,5.1971636
718,72,134796,5.1971636
719,72,117531,5.1971636
720,73,6818,5.737506
721,73,84847,5.426408
722,73,40491,5.392686
723,73,8477,5.3726926
724,73,1696,5.333343
725,73,3379,5.304747
726,73,69524,5.207042
727,73,2290,5.1971416
728,73,183897,5.1803513
729,73,93008,5.148255
730,74,6201,5.3884325
731,74,4495,5.3884325
732,74,3379,5.310702
733,74,33649,5.2588606
734,74,3473,5.253272
735,74,25947,5.2333117
736,74,7767,5.2081738
737,74,132333,5.182827
738,74,5490,5.182827
739,74,26326,5.1707187
740,75,93008,4.3735223
741,75,77846,4.3735223
742,75,25906,4.3735223
743,75,33090,4.333598
744,75,7767,4.2719307
745,75,33649,4.205892
746,75,104875,4.2022305
747,75,67618,4.17564
748,75,136469,4.1723123
749,75,7121,4.16983
750,76,213,5.4151645
751,76,72171,5.3885374
752,76,89904,5.3734727
753,76,4794,5.1486373
754,76,86345,5.109405
755,76,86377,5.000542
756,76,95182,4.9799356
757,76,82378,4.9490786
758,76,92535,4.928408
759,76,58554,4.9174876
760,77,3404,6.633655
761,77,89118,6.3794127
762,77,3086,6.1844506
763,77,90888,6.0819554
764,77,94070,6.050591
765,77,45503,5.9381766
766,77,86320,5.9035196
767,77,935,5.8681774
768,77,391,5.812792
769,77,112804,5.8089223
770,78,4617,5.013872
771,78,132333,4.6930294
772,78,5490,4.6930294
773,78,33090,4.609205
774,78,30803,4.5813317
775,78,5416,4.5585723
776,78,5328,4.5585723
777,78,3951,4.5585723
778,78,7767,4.552638
779,78,113252,4.5521855
780,79,7767,5.439334
781,79,25947,5.4082127
782,79,33649,5.404233
783,79,132333,5.3620014
784,79,5490,5.3620014
785,79,136469,5.3116145
786,79,5416,5.288373
787,79,5328,5.288373
788,79,3951,5.288373
789,79,26326,5.2587776
790,80,3379,5.690607
791,80,93008,5.6509147
792,80,77846,5.6509147
793,80,25906,5.6509147
794,80,1696,5.599608
795,80,33649,5.585073
796,80,136469,5.5328665
797,80,7767,5.486298
798,80,60943,5.470787
799,80,59018,5.470787
800,81,26865,4.8500733
801,81,4794,4.5844607
802,81,70946,4.3997173
803,81,89939,4.396292
804,81,26258,4.3865566
805,81,74754,4.3445563
806,81,417,4.3127165
807,81,3347,4.297541
808,81,1237,4.2451954
809,81,4789,4.2411094
810,82,67618,5.253599
811,82,93008,5.148397
812,82,77846,5.148397
813,82,25906,5.148397
814,82,3086,4.9207106
815,82,166568,4.852926
816,82,2290,4.8250933
817,82,7121,4.8088923
818,82,779,4.756948
819,82,1696,4.746419
820,83,40491,6.0757637
821,83,6818,6.035176
822,83,8477,5.8981323
823,83,148881,5.773393
824,83,99764,5.5625544
825,83,156605,5.4681873
826,83,4102,5.433971
827,83,25771,5.4259696
828,83,84847,5.2992244
829,83,112421,5.2878704
830,84,25947,5.112925
831,84,132333,5.0180063
832,84,5490,5.0180063
833,84,26326,4.969457
834,84,7767,4.878772
835,84,5915,4.86647
836,84,33649,4.855329
837,84,27563,4.7657123
838,84,7815,4.75953
839,84,5416,4.7402854
840,85,25850,6.1453094
841,85,7834,5.682775
842,85,7700,5.6135345
843,85,25825,5.3581944
844,85,132333,5.1923127
845,85,5490,5.1923127
846,85,1140,5.104769
847,85,7815,5.0884767
848,85,53,5.0856595
849,85,53127,5.031892
850,86,93008,5.254565
851,86,77846,5.254565
852,86,25906,5.254565
853,86,104875,5.2141895
854,86,6818,5.2003326
855,86,33649,5.086646
856,86,7767,5.0545936
857,86,93988,5.009186
858,86,7121,5.003435
859,86,25947,5.000017
860,87,33649,5.4063296
861,87,6201,5.4020686
862,87,4495,5.4020686
863,87,7767,5.371116
864,87,3379,5.3345003
865,87,136469,5.3314357
866,87,102217,5.1796374
867,87,92494,5.1796374
868,87,7121,5.175182
869,87,6442,5.1727786
870,88,3379,5.810748
871,88,6818,5.552812
872,88,33649,5.467542
873,88,184245,5.378913
874,88,179135,5.378913
875,88,138966,5.378913
876,88,134796,5.378913
877,88,117531,5.378913
878,88,86237,5.378913
879,88,84273,5.378913
880,89,33090,4.99788
881,89,92643,4.970812
882,89,66943,4.935717
883,89,26183,4.922457
884,89,88746,4.9188056
885,89,158882,4.9187446
886,89,158398,4.9187446
887,89,157775,4.9187446
888,89,156025,4.9187446
889,89,150554,4.9187446
890,90,25947,6.136181
891,90,4789,5.9993677
892,90,26326,5.970794
893,90,53,5.7904806
894,90,7815,5.760391
895,90,3473,5.714733
896,90,25850,5.704121
897,90,3224,5.6810727
898,90,947,5.6241765
899,90,132333,5.613874
900,91,3379,5.354599
901,91,60943,5.213674
902,91,59018,5.213674
903,91,72171,5.1653557
904,91,1696,5.038326
905,91,7841,5.0029807
906,91,6818,4.929676
907,91,7842,4.929083
908,91,27611,4.884391
909,91,59814,4.8417683
910,92,6818,5.71786
911,92,33649,5.654597
912,92,3379,5.62015
913,92,93008,5.6128364
914,92,77846,5.6128364
915,92,25906,5.6128364
916,92,7767,5.5728164
917,92,136469,5.5450993
918,92,7121,5.486626
919,92,184245,5.433592
920,93,25947,5.922322
921,93,3379,5.9057097
922,93,93008,5.8657274
923,93,77846,5.8657274
924,93,25906,5.8657274
925,93,177593,5.8345914
926,93,3056,5.812525
927,93,2037,5.812525
928,93,3200,5.793134
929,93,33649,5.790032
930,94,5075,4.7202005
931,94,3200,4.473665
932,94,3086,4.4330544
933,94,45503,4.3955145
934,94,112804,4.370312
935,94,94070,4.3326907
936,94,47423,4.299475
937,94,391,4.296929
938,94,6159,4.291556
939,94,26681,4.2805686
940,95,25947,5.714743
941,95,3379,5.6236854
942,95,26326,5.5919137
943,95,33649,5.505039
944,95,6818,5.4613366
945,95,7767,5.4275947
946,95,4789,5.3692093
947,95,136469,5.3646183
948,95,5416,5.361463
949,95,5328,5.361463
950,96,4617,5.8746204
951,96,33090,5.688508
952,96,6666,5.686492
953,96,25850,5.652894
954,96,132333,5.5221024
955,96,5490,5.5221024
956,96,5607,5.512953
957,96,7767,5.453635
958,96,31878,5.4307075
959,96,3494,5.3641315
960,97,93008,5.855536
961,97,77846,5.855536
962,97,25906,5.855536
963,97,67618,5.7833457
964,97,3086,5.6048613
965,97,7121,5.5694637
966,97,5075,5.5075355
967,97,136469,5.4986606
968,97,1696,5.4861994
969,97,33649,5.4835973
970,98,6818,6.4765563
971,98,40491,6.3203826
972,98,8477,6.1920266
973,98,148881,5.981168
974,98,4102,5.7109613
975,98,84847,5.709189
976,98,156605,5.688344
977,98,25771,5.6512074
978,98,112421,5.607556
979,98,58301,5.594867
980,99,33090,6.3155274
981,99,132333,6.3091364
982,99,5490,6.3091364
983,99,7767,6.281563
984,99,6666,6.19661
985,99,5915,6.1129403
986,99,33649,6.1073866
987,99,4617,6.098565
988,99,136469,6.0912676
989,99,5416,6.0660825
990,100,104875,5.746221
991,100,33090,5.4203715
992,100,93008,5.4162345
993,100,77846,5.4162345
994,100,25906,5.4162345
995,100,2936,5.406456
996,100,5867,5.269295
997,100,67618,5.200578
998,100,42730,5.1621766
999,100,74282,5.1247153
1000,101,6818,5.750279
1001,101,3379,5.472078
1002,101,40491,5.4281425
1003,101,8477,5.4264927
1004,101,96004,5.1703863
1005,101,33649,5.1107144
1006,101,148881,5.1050305
1007,101,6201,5.0702186
1008,101,4495,5.0702186
1009,101,158966,5.058967
1010,102,25947,4.8429694
1011,102,33649,4.8334565
1012,102,6818,4.820401
1013,102,7767,4.7945476
1014,102,3379,4.758454
1015,102,136469,4.71716
1016,102,26326,4.7129865
1017,102,132333,4.67157
1018,102,5490,4.67157
1019,102,93008,4.651534
1020,103,6818,5.4892163
1021,103,25947,5.4635015
1022,103,3379,5.4266
1023,103,33649,5.345909
1024,103,26326,5.3437724
1025,103,7767,5.251342
1026,103,6201,5.2193265
1027,103,4495,5.2193265
1028,103,136469,5.192732
1029,103,132333,5.1526203
1030,104,104875,5.327842
1031,104,33090,5.3009715
1032,104,128852,4.984014
1033,104,93008,4.980763
1034,104,77846,4.980763
1035,104,25906,4.980763
1036,104,92643,4.9792914
1037,104,7121,4.849659
1038,104,113252,4.8437195
1039,104,88746,4.8387556
1040,105,3379,5.289247
1041,105,33649,5.2228236
1042,105,136469,5.2105274
1043,105,93008,5.186514
1044,105,77846,5.186514
1045,105,25906,5.186514
1046,105,1696,5.1644197
1047,105,7121,5.1457863
1048,105,7767,5.133823
1049,105,184245,5.0932117
1050,106,7121,5.9019513
1051,106,33090,5.8673162
1052,106,7767,5.798596
1053,106,33649,5.7676363
1054,106,6201,5.7654347
1055,106,4495,5.7654347
1056,106,32582,5.7504764
1057,106,136469,5.7430205
1058,106,89759,5.7328653
1059,106,187717,5.7278366
1060,107,25947,5.5414925
1061,107,26326,5.3554573
1062,107,4617,5.345702
1063,107,30803,5.3051934
1064,107,6159,5.277083
1065,107,132333,5.2515316
1066,107,5490,5.2515316
1067,107,5416,5.2455945
1068,107,5328,5.2455945
1069,107,3951,5.2455945
1070,108,4789,6.350066
1071,108,6818,6.300139
1072,108,25947,6.192679
1073,108,40491,6.162226
1074,108,8477,6.1286225
1075,108,26326,6.061562
1076,108,3379,5.9846144
1077,108,96004,5.8574657
1078,108,26258,5.8290215
1079,108,148881,5.811813
1080,109,25947,4.755997
1081,109,6818,4.620358
1082,109,26326,4.6087856
1083,109,33649,4.5001016
1084,109,7767,4.4547453
1085,109,3379,4.446
1086,109,132333,4.445743
1087,109,5490,4.445743
1088,109,93008,4.3780065
1089,109,77846,4.3780065
1090,110,6201,4.9991
1091,110,4495,4.9991
1092,110,213,4.945191
1093,110,3379,4.9161644
1094,110,102217,4.908204
1095,110,92494,4.908204
1096,110,7096,4.846565
1097,110,33649,4.8372602
1098,110,136469,4.824777
1099,110,2131,4.823543
1100,111,104875,5.659219
1101,111,3223,5.3935876
1102,111,6818,5.128649
1103,111,1046,5.0758038
1104,111,87234,4.996673
1105,111,162344,4.991231
1106,111,128914,4.991231
1107,111,33090,4.977899
